Site name: Merthyr ,,,,
Site latitude (deg): 51.7575 ,,,,
Site longitude (deg): -3.4494 ,,,,
Frequency (MHz): 915.95 ,,,,
Tx antenna height (m): 17 ,,,,
Adjusted e.i.r.p. (dBm): 47.3 ,,,,
Rx antenna height (m): 1.5 ,,,,
System noise floor (dBm): -124 ,,,,
Number of records: 78946 ,,,,
Date (dd.mm.yyyy), Time (hh:mm:ss), Rx Latitude (deg), Rx Longitude (deg), Local mean measurement (dBm) 
01.09.2017, 09:19:13,51.755846,-3.445465,-65.66
01.09.2017, 09:19:14,51.755859,-3.445279,-64.2
01.09.2017, 09:19:15,51.755875,-3.44509,-64.24
01.09.2017, 09:19:16,51.755891,-3.444904,-66.23
01.09.2017, 09:19:17,51.755905,-3.444713,-63.14
01.09.2017, 09:19:18,51.755916,-3.444524,-65.9
01.09.2017, 09:19:20,51.75593,-3.444323,-68.17
01.09.2017, 09:19:21,51.755951,-3.444131,-69.67
01.09.2017, 09:19:23,51.755962,-3.443908,-66.66
01.09.2017, 09:19:25,51.755947,-3.443709,-65.18
01.09.2017, 09:19:28,51.755891,-3.443564,-65.06
01.09.2017, 09:19:30,51.755828,-3.443446,-63.07
01.09.2017, 09:19:32,51.755765,-3.443311,-65.7
01.09.2017, 09:19:35,51.755679,-3.443111,-65.38
01.09.2017, 09:19:38,51.755653,-3.442987,-65.28
01.09.2017, 09:19:40,51.755663,-3.442822,-65.92
01.09.2017, 09:19:41,51.755685,-3.442658,-65.49
01.09.2017, 09:19:43,51.755721,-3.442511,-66.16
01.09.2017, 09:19:44,51.755761,-3.442366,-65.86
01.09.2017, 09:19:45,51.755809,-3.442214,-69.06
01.09.2017, 09:19:45,51.75586,-3.442054,-71.38
01.09.2017, 09:19:46,51.755907,-3.441901,-68.34
01.09.2017, 09:19:47,51.755951,-3.441753,-68.43
01.09.2017, 09:19:48,51.755994,-3.441607,-67.11
01.09.2017, 09:19:49,51.756035,-3.44146,-68.75
01.09.2017, 09:19:50,51.756082,-3.441277,-67.37
01.09.2017, 09:19:50,51.756121,-3.441106,-69.33
01.09.2017, 09:19:51,51.756157,-3.440946,-68.73
01.09.2017, 09:19:52,51.756192,-3.440785,-65.17
01.09.2017, 09:19:53,51.756227,-3.440617,-65.33
01.09.2017, 09:19:54,51.756268,-3.440409,-67.58
01.09.2017, 09:19:54,51.756297,-3.440243,-67.98
01.09.2017, 09:19:55,51.756324,-3.440075,-63.31
01.09.2017, 09:19:56,51.756348,-3.439907,-67.15
01.09.2017, 09:19:57,51.756372,-3.439704,-66.01
01.09.2017, 09:19:57,51.75639,-3.439532,-67.63
01.09.2017, 09:19:58,51.756409,-3.439359,-67.98
01.09.2017, 09:19:59,51.756428,-3.439187,-65.2
01.09.2017, 09:20:00,51.756444,-3.438968,-63.1
01.09.2017, 09:20:00,51.756454,-3.438803,-65.12
01.09.2017, 09:20:01,51.756462,-3.438643,-65.47
01.09.2017, 09:20:02,51.756467,-3.438465,-68.01
01.09.2017, 09:20:03,51.756465,-3.438259,-67.74
01.09.2017, 09:20:03,51.756467,-3.438087,-67.82
01.09.2017, 09:20:04,51.756468,-3.43792,-67.43
01.09.2017, 09:20:05,51.756465,-3.437709,-68.35
01.09.2017, 09:20:05,51.756463,-3.437542,-68.84
01.09.2017, 09:20:06,51.756459,-3.437375,-69.67
01.09.2017, 09:20:07,51.756452,-3.437188,-71.08
01.09.2017, 09:20:07,51.756441,-3.436998,-71.09
01.09.2017, 09:20:08,51.756429,-3.43683,-71.58
01.09.2017, 09:20:09,51.756416,-3.436661,-74.1
01.09.2017, 09:20:09,51.756398,-3.43645,-70.57
01.09.2017, 09:20:10,51.756384,-3.436286,-69.01
01.09.2017, 09:20:11,51.75637,-3.436124,-68.01
01.09.2017, 09:20:11,51.756352,-3.435917,-70.64
01.09.2017, 09:20:12,51.756336,-3.435755,-70.27
01.09.2017, 09:20:13,51.75632,-3.435588,-69.59
01.09.2017, 09:20:13,51.756295,-3.435384,-69.74
01.09.2017, 09:20:14,51.756276,-3.435221,-68.64
01.09.2017, 09:20:15,51.756255,-3.435042,-69.9
01.09.2017, 09:20:15,51.756232,-3.434848,-69.89
01.09.2017, 09:20:16,51.756214,-3.434688,-70.76
01.09.2017, 09:20:17,51.756195,-3.434492,-71.6
01.09.2017, 09:20:17,51.756177,-3.434327,-71.89
01.09.2017, 09:20:18,51.75616,-3.434166,-73.62
01.09.2017, 09:20:19,51.756141,-3.433955,-72.5
01.09.2017, 09:20:19,51.756126,-3.433795,-73.57
01.09.2017, 09:20:20,51.75611,-3.433634,-73.69
01.09.2017, 09:20:20,51.75609,-3.433426,-72.06
01.09.2017, 09:20:21,51.756076,-3.433267,-75.44
01.09.2017, 09:20:22,51.756062,-3.433077,-73.61
01.09.2017, 09:20:22,51.756049,-3.432899,-73.81
01.09.2017, 09:20:23,51.756039,-3.432738,-75.74
01.09.2017, 09:20:24,51.756028,-3.432522,-75.19
01.09.2017, 09:20:24,51.756023,-3.432359,-74.47
01.09.2017, 09:20:25,51.756018,-3.432185,-73.53
01.09.2017, 09:20:25,51.75601,-3.431981,-75.53
01.09.2017, 09:20:26,51.756003,-3.431815,-77.95
01.09.2017, 09:20:27,51.755993,-3.4316,-75.56
01.09.2017, 09:20:27,51.755987,-3.43144,-79.59
01.09.2017, 09:20:28,51.755982,-3.43128,-79.38
01.09.2017, 09:20:28,51.755976,-3.431066,-83
01.09.2017, 09:20:29,51.75597,-3.4309,-80.93
01.09.2017, 09:20:30,51.755962,-3.430687,-80.48
01.09.2017, 09:20:30,51.755955,-3.430524,-81.03
01.09.2017, 09:20:31,51.755949,-3.430364,-79.38
01.09.2017, 09:20:32,51.75594,-3.430154,-75.32
01.09.2017, 09:20:32,51.755935,-3.430001,-73.61
01.09.2017, 09:20:33,51.75593,-3.429813,-73.29
01.09.2017, 09:20:33,51.755927,-3.429633,-74.4
01.09.2017, 09:20:34,51.755924,-3.429466,-72.83
01.09.2017, 09:20:35,51.755919,-3.429259,-76.2
01.09.2017, 09:20:35,51.755918,-3.4291,-77.63
01.09.2017, 09:20:36,51.755917,-3.428932,-79.7
01.09.2017, 09:20:36,51.755919,-3.42872,-82.89
01.09.2017, 09:20:37,51.755921,-3.428554,-79.97
01.09.2017, 09:20:38,51.755925,-3.428338,-82.18
01.09.2017, 09:20:38,51.755928,-3.428172,-77.28
01.09.2017, 09:20:39,51.75593,-3.428006,-78.47
01.09.2017, 09:20:39,51.755935,-3.42779,-81.8
01.09.2017, 09:20:40,51.755941,-3.427629,-82.89
01.09.2017, 09:20:41,51.75595,-3.427422,-81.51
01.09.2017, 09:20:41,51.755954,-3.427262,-79.95
01.09.2017, 09:20:42,51.755959,-3.427104,-76.84
01.09.2017, 09:20:42,51.755966,-3.426894,-81.34
01.09.2017, 09:20:43,51.75597,-3.426735,-81.49
01.09.2017, 09:20:44,51.755973,-3.426527,-83.11
01.09.2017, 09:20:44,51.755978,-3.426366,-80.16
01.09.2017, 09:20:45,51.755982,-3.426205,-77.77
01.09.2017, 09:20:45,51.755993,-3.425995,-78.37
01.09.2017, 09:20:46,51.756,-3.425836,-82.89
01.09.2017, 09:20:47,51.756009,-3.425626,-81.53
01.09.2017, 09:20:47,51.75602,-3.425462,-81.72
01.09.2017, 09:20:48,51.756032,-3.425297,-78.04
01.09.2017, 09:20:48,51.756044,-3.425082,-77.25
01.09.2017, 09:20:49,51.756055,-3.424922,-78.56
01.09.2017, 09:20:50,51.756072,-3.424709,-76.74
01.09.2017, 09:20:50,51.756085,-3.424541,-76.69
01.09.2017, 09:20:51,51.756098,-3.42436,-79.14
01.09.2017, 09:20:51,51.756114,-3.424159,-81.96
01.09.2017, 09:20:52,51.756127,-3.423999,-79.16
01.09.2017, 09:20:53,51.756144,-3.423788,-81.52
01.09.2017, 09:20:53,51.756157,-3.423629,-82.21
01.09.2017, 09:20:54,51.756172,-3.423433,-82.58
01.09.2017, 09:20:54,51.756182,-3.423263,-81.45
01.09.2017, 09:20:55,51.756191,-3.423105,-82.87
01.09.2017, 09:20:55,51.756204,-3.42289,-84.05
01.09.2017, 09:20:56,51.756213,-3.422728,-87.23
01.09.2017, 09:20:57,51.756225,-3.422513,-87.01
01.09.2017, 09:20:57,51.756236,-3.422354,-88.52
01.09.2017, 09:20:58,51.756248,-3.422173,-88.17
01.09.2017, 09:20:58,51.756262,-3.421981,-87.8
01.09.2017, 09:20:59,51.756273,-3.421822,-87.85
01.09.2017, 09:20:59,51.756291,-3.421614,-87.42
01.09.2017, 09:21:00,51.756304,-3.421457,-86.04
01.09.2017, 09:21:01,51.756322,-3.421245,-84.23
01.09.2017, 09:21:01,51.756333,-3.421091,-84.77
01.09.2017, 09:21:02,51.756345,-3.420915,-84.02
01.09.2017, 09:21:02,51.756362,-3.420722,-83.45
01.09.2017, 09:21:03,51.756376,-3.420565,-83.6
01.09.2017, 09:21:03,51.756392,-3.420368,-85.73
01.09.2017, 09:21:04,51.756406,-3.420213,-85.79
01.09.2017, 09:21:05,51.756429,-3.419994,-85.91
01.09.2017, 09:21:05,51.756451,-3.419836,-84.77
01.09.2017, 09:21:06,51.756475,-3.419668,-83.55
01.09.2017, 09:21:06,51.756502,-3.419469,-83.56
01.09.2017, 09:21:07,51.756524,-3.419312,-85.12
01.09.2017, 09:21:08,51.756556,-3.419103,-85.73
01.09.2017, 09:21:08,51.756583,-3.418942,-86.59
01.09.2017, 09:21:09,51.756617,-3.418755,-86.41
01.09.2017, 09:21:09,51.756654,-3.418563,-86.82
01.09.2017, 09:21:10,51.756686,-3.4184,-85.83
01.09.2017, 09:21:11,51.75673,-3.418196,-86.41
01.09.2017, 09:21:11,51.756768,-3.418033,-85.94
01.09.2017, 09:21:12,51.756806,-3.417872,-82.18
01.09.2017, 09:21:13,51.756849,-3.417682,-82.77
01.09.2017, 09:21:13,51.756884,-3.417524,-84.45
01.09.2017, 09:21:14,51.756917,-3.417366,-85.22
01.09.2017, 09:21:15,51.756957,-3.41717,-83.32
01.09.2017, 09:21:15,51.75699,-3.417015,-84.29
01.09.2017, 09:21:16,51.757022,-3.416861,-86.4
01.09.2017, 09:21:17,51.757066,-3.416667,-80.96
01.09.2017, 09:21:17,51.757102,-3.416511,-82.72
01.09.2017, 09:21:18,51.757139,-3.416355,-83.96
01.09.2017, 09:21:18,51.757187,-3.416161,-83.5
01.09.2017, 09:21:19,51.757224,-3.41601,-82.21
01.09.2017, 09:21:20,51.757267,-3.415832,-82.16
01.09.2017, 09:21:20,51.757308,-3.415657,-83.88
01.09.2017, 09:21:21,51.757345,-3.415501,-84.41
01.09.2017, 09:21:22,51.75739,-3.415301,-84.65
01.09.2017, 09:21:22,51.757426,-3.415147,-84.22
01.09.2017, 09:21:23,51.757462,-3.414995,-83.7
01.09.2017, 09:21:24,51.757512,-3.414805,-85.4
01.09.2017, 09:21:24,51.757554,-3.414657,-85.34
01.09.2017, 09:21:25,51.757602,-3.414495,-86.84
01.09.2017, 09:21:25,51.757658,-3.414313,-84.94
01.09.2017, 09:21:26,51.757705,-3.414169,-81.36
01.09.2017, 09:21:27,51.757768,-3.413987,-81.85
01.09.2017, 09:21:27,51.757821,-3.41385,-82.69
01.09.2017, 09:21:28,51.757873,-3.413713,-76.87
01.09.2017, 09:21:28,51.757944,-3.413533,-81.32
01.09.2017, 09:21:29,51.757999,-3.413399,-82.24
01.09.2017, 09:21:30,51.758074,-3.413226,-85.21
01.09.2017, 09:21:30,51.75814,-3.413086,-86.59
01.09.2017, 09:21:31,51.758206,-3.412948,-88.67
01.09.2017, 09:21:31,51.758295,-3.412779,-88.73
01.09.2017, 09:21:32,51.758364,-3.412653,-91.07
01.09.2017, 09:21:33,51.758437,-3.412522,-90.64
01.09.2017, 09:21:33,51.758528,-3.412363,-91.5
01.09.2017, 09:21:34,51.758599,-3.412243,-91.77
01.09.2017, 09:21:35,51.758685,-3.4121,-92.72
01.09.2017, 09:21:35,51.758775,-3.411958,-92.35
01.09.2017, 09:21:36,51.758859,-3.411828,-95.95
01.09.2017, 09:21:37,51.758942,-3.411701,-96.53
01.09.2017, 09:21:38,51.75905,-3.411548,-96.05
01.09.2017, 09:21:38,51.759145,-3.411426,-96.45
01.09.2017, 09:21:39,51.759241,-3.411307,-95.87
01.09.2017, 09:21:40,51.759342,-3.411192,-95.4
01.09.2017, 09:21:41,51.759446,-3.411082,-90.45
01.09.2017, 09:21:42,51.759555,-3.410973,-92.8
01.09.2017, 09:21:44,51.75967,-3.410859,-91.35
01.09.2017, 09:21:45,51.759795,-3.410753,-91.34
01.09.2017, 09:21:48,51.759897,-3.410721,-91.97
01.09.2017, 09:21:50,51.759993,-3.410777,-93.2
01.09.2017, 09:21:51,51.760069,-3.410853,-93.72
01.09.2017, 09:21:52,51.760144,-3.410951,-94.68
01.09.2017, 09:21:53,51.760216,-3.411052,-93.52
01.09.2017, 09:21:54,51.760288,-3.411162,-95.8
01.09.2017, 09:21:55,51.760372,-3.411315,-94.7
01.09.2017, 09:21:56,51.760451,-3.411458,-96.97
01.09.2017, 09:21:56,51.760527,-3.411597,-97.01
01.09.2017, 09:21:57,51.760601,-3.411732,-97.25
01.09.2017, 09:21:58,51.760669,-3.411862,-99.43
01.09.2017, 09:21:59,51.760732,-3.411988,-98.53
01.09.2017, 09:21:59,51.760813,-3.412147,-98
01.09.2017, 09:22:00,51.760874,-3.412269,-97.29
01.09.2017, 09:22:01,51.760932,-3.412387,-99.69
01.09.2017, 09:22:01,51.761013,-3.412545,-98.91
01.09.2017, 09:22:02,51.76108,-3.412671,-99.71
01.09.2017, 09:22:03,51.761152,-3.412805,-97.45
01.09.2017, 09:22:03,51.761237,-3.412958,-99.27
01.09.2017, 09:22:04,51.761309,-3.413078,-97.22
01.09.2017, 09:22:05,51.761393,-3.41321,-99.11
01.09.2017, 09:22:05,51.761472,-3.413328,-100.21
01.09.2017, 09:22:06,51.761542,-3.413432,-100.23
01.09.2017, 09:22:07,51.761646,-3.413576,-100.11
01.09.2017, 09:22:07,51.761723,-3.413677,-100.87
01.09.2017, 09:22:08,51.761798,-3.413776,-99.5
01.09.2017, 09:22:08,51.761901,-3.413901,-101.27
01.09.2017, 09:22:09,51.761977,-3.413991,-100.55
01.09.2017, 09:22:10,51.762078,-3.414105,-99.58
01.09.2017, 09:22:10,51.762157,-3.41419,-100.97
01.09.2017, 09:22:11,51.762265,-3.414305,-100.17
01.09.2017, 09:22:11,51.762353,-3.414394,-101.83
01.09.2017, 09:22:12,51.762443,-3.414484,-101.37
01.09.2017, 09:22:12,51.762562,-3.414602,-102.81
01.09.2017, 09:22:13,51.762646,-3.414686,-99.7
01.09.2017, 09:22:14,51.762753,-3.414791,-96.97
01.09.2017, 09:22:14,51.762836,-3.414874,-97.64
01.09.2017, 09:22:15,51.762919,-3.414956,-98.92
01.09.2017, 09:22:15,51.763036,-3.415065,-97.79
01.09.2017, 09:22:16,51.76312,-3.415145,-98.98
01.09.2017, 09:22:17,51.763228,-3.415249,-99.67
01.09.2017, 09:22:17,51.763315,-3.41533,-100.73
01.09.2017, 09:22:18,51.763415,-3.415422,-100.57
01.09.2017, 09:22:18,51.76352,-3.415515,-100.28
01.09.2017, 09:22:19,51.763609,-3.415592,-99.8
01.09.2017, 09:22:20,51.763723,-3.415689,-101.1
01.09.2017, 09:22:20,51.763818,-3.41577,-100.36
01.09.2017, 09:22:21,51.763918,-3.415855,-102.54
01.09.2017, 09:22:21,51.764043,-3.41595,-101.75
01.09.2017, 09:22:22,51.764142,-3.416018,-102.32
01.09.2017, 09:22:23,51.764255,-3.41609,-101.85
01.09.2017, 09:22:23,51.764364,-3.416159,-99.14
01.09.2017, 09:22:24,51.764458,-3.41622,-97.04
01.09.2017, 09:22:25,51.764577,-3.416298,-99.47
01.09.2017, 09:22:25,51.764676,-3.416365,-99.83
01.09.2017, 09:22:26,51.764771,-3.416427,-98.08
01.09.2017, 09:22:27,51.764889,-3.416499,-100.71
01.09.2017, 09:22:27,51.764986,-3.416555,-99.68
01.09.2017, 09:22:28,51.765082,-3.41661,-100.51
01.09.2017, 09:22:29,51.765203,-3.416679,-101.21
01.09.2017, 09:22:29,51.765297,-3.416728,-99.53
01.09.2017, 09:22:30,51.765391,-3.416776,-99.96
01.09.2017, 09:22:31,51.765514,-3.416841,-99.09
01.09.2017, 09:22:31,51.76561,-3.416893,-99.28
01.09.2017, 09:22:32,51.765706,-3.416945,-98.19
01.09.2017, 09:22:32,51.765839,-3.417017,-100.46
01.09.2017, 09:22:33,51.765939,-3.41707,-98.89
01.09.2017, 09:22:34,51.76604,-3.417122,-97.82
01.09.2017, 09:22:34,51.766166,-3.417181,-100.39
01.09.2017, 09:22:35,51.766267,-3.417225,-97.06
01.09.2017, 09:22:36,51.766383,-3.417273,-96.15
01.09.2017, 09:22:36,51.766488,-3.417308,-98.46
01.09.2017, 09:22:37,51.766585,-3.41734,-98.74
01.09.2017, 09:22:38,51.766731,-3.417383,-98.16
01.09.2017, 09:22:38,51.766833,-3.417403,-97.98
01.09.2017, 09:22:39,51.766933,-3.417422,-95.19
01.09.2017, 09:22:40,51.767057,-3.417443,-96.8
01.09.2017, 09:22:40,51.767155,-3.417456,-95.52
01.09.2017, 09:22:41,51.767262,-3.417467,-97.92
01.09.2017, 09:22:41,51.76738,-3.417473,-97.52
01.09.2017, 09:22:42,51.767478,-3.417477,-98.77
01.09.2017, 09:22:43,51.767611,-3.417477,-100.17
01.09.2017, 09:22:43,51.767709,-3.417474,-97.95
01.09.2017, 09:22:44,51.767815,-3.417472,-100.39
01.09.2017, 09:22:44,51.767938,-3.417475,-96.72
01.09.2017, 09:22:45,51.768035,-3.417477,-96.09
01.09.2017, 09:22:46,51.768159,-3.417478,-98.54
01.09.2017, 09:22:46,51.768257,-3.417479,-99.33
01.09.2017, 09:22:47,51.768391,-3.417482,-99.45
01.09.2017, 09:22:47,51.768488,-3.417485,-94.63
01.09.2017, 09:22:48,51.768598,-3.41749,-99.41
01.09.2017, 09:22:48,51.768723,-3.417483,-97.71
01.09.2017, 09:22:49,51.768824,-3.417478,-103.8
01.09.2017, 09:22:49,51.768955,-3.417474,-106.24
01.09.2017, 09:22:50,51.769052,-3.417471,-102.83
01.09.2017, 09:22:50,51.769187,-3.417468,-94.62
01.09.2017, 09:22:51,51.769281,-3.417465,-98.88
01.09.2017, 09:22:52,51.769406,-3.417462,-96.6
01.09.2017, 09:22:52,51.769503,-3.417462,-101
01.09.2017, 09:22:53,51.76964,-3.417462,-102.34
01.09.2017, 09:22:53,51.769734,-3.417459,-102.82
01.09.2017, 09:22:54,51.769847,-3.417455,-102.81
01.09.2017, 09:22:54,51.769959,-3.417457,-102.8
01.09.2017, 09:22:55,51.770057,-3.417458,-104.11
01.09.2017, 09:22:55,51.770183,-3.417454,-96.94
01.09.2017, 09:22:56,51.770276,-3.417451,-96.75
01.09.2017, 09:22:56,51.7704,-3.417448,-97.56
01.09.2017, 09:22:57,51.770491,-3.417447,-96.74
01.09.2017, 09:22:57,51.770624,-3.41745,-94.92
01.09.2017, 09:22:58,51.770721,-3.417453,-95.91
01.09.2017, 09:22:58,51.770854,-3.417457,-94.89
01.09.2017, 09:22:59,51.77095,-3.41746,-94.68
01.09.2017, 09:22:59,51.771083,-3.417465,-92.96
01.09.2017, 09:23:00,51.771176,-3.417469,-93.27
01.09.2017, 09:23:01,51.771305,-3.417475,-97.29
01.09.2017, 09:23:01,51.771402,-3.417482,-96.22
01.09.2017, 09:23:02,51.771539,-3.417492,-98.04
01.09.2017, 09:23:02,51.771638,-3.417499,-99.94
01.09.2017, 09:23:03,51.771775,-3.41751,-100.17
01.09.2017, 09:23:03,51.771875,-3.41752,-98.52
01.09.2017, 09:23:04,51.771992,-3.417532,-99.63
01.09.2017, 09:23:04,51.772109,-3.417544,-99.85
01.09.2017, 09:23:05,51.772207,-3.417554,-100.86
01.09.2017, 09:23:05,51.772338,-3.417571,-97.52
01.09.2017, 09:23:06,51.772435,-3.417584,-92.77
01.09.2017, 09:23:06,51.772567,-3.417605,-92.14
01.09.2017, 09:23:07,51.772661,-3.41762,-93.34
01.09.2017, 09:23:07,51.772785,-3.417642,-98.27
01.09.2017, 09:23:08,51.772881,-3.417662,-99.34
01.09.2017, 09:23:09,51.773023,-3.417694,-100.19
01.09.2017, 09:23:09,51.773119,-3.417724,-98.78
01.09.2017, 09:23:10,51.773233,-3.417762,-101.82
01.09.2017, 09:23:10,51.773343,-3.417802,-99.05
01.09.2017, 09:23:11,51.773439,-3.417838,-100
01.09.2017, 09:23:11,51.773564,-3.417897,-100.18
01.09.2017, 09:23:12,51.773659,-3.417947,-99.68
01.09.2017, 09:23:13,51.773785,-3.418021,-99.16
01.09.2017, 09:23:13,51.773882,-3.418085,-99.45
01.09.2017, 09:23:14,51.773979,-3.41815,-98.07
01.09.2017, 09:23:14,51.774102,-3.418233,-99.42
01.09.2017, 09:23:15,51.774194,-3.418295,-99.36
01.09.2017, 09:23:16,51.774317,-3.418377,-98.34
01.09.2017, 09:23:16,51.774407,-3.418438,-98.79
01.09.2017, 09:23:17,51.774517,-3.418512,-99.55
01.09.2017, 09:23:17,51.774617,-3.418577,-98.53
01.09.2017, 09:23:18,51.774706,-3.418634,-95.37
01.09.2017, 09:23:18,51.774827,-3.418716,-98.82
01.09.2017, 09:23:19,51.774916,-3.418775,-95.9
01.09.2017, 09:23:19,51.775035,-3.418853,-97.15
01.09.2017, 09:23:20,51.775125,-3.418909,-99.09
01.09.2017, 09:23:21,51.77525,-3.418981,-98.09
01.09.2017, 09:23:21,51.775343,-3.41903,-99.68
01.09.2017, 09:23:22,51.77546,-3.41909,-97.25
01.09.2017, 09:23:22,51.775562,-3.419136,-97.26
01.09.2017, 09:23:23,51.775654,-3.419178,-97.24
01.09.2017, 09:23:23,51.775776,-3.419235,-97.96
01.09.2017, 09:23:24,51.775867,-3.419276,-97.37
01.09.2017, 09:23:24,51.775992,-3.41933,-97.56
01.09.2017, 09:23:25,51.776087,-3.419372,-96.18
01.09.2017, 09:23:26,51.776218,-3.419431,-97.94
01.09.2017, 09:23:26,51.776312,-3.419474,-95.3
01.09.2017, 09:23:27,51.776432,-3.419528,-97.54
01.09.2017, 09:23:27,51.77653,-3.419571,-97.13
01.09.2017, 09:23:28,51.776628,-3.419613,-99.54
01.09.2017, 09:23:28,51.776754,-3.419675,-97.96
01.09.2017, 09:23:29,51.776847,-3.419721,-97.16
01.09.2017, 09:23:29,51.776972,-3.419785,-97.61
01.09.2017, 09:23:30,51.777064,-3.419832,-98.84
01.09.2017, 09:23:30,51.777194,-3.419903,-99.32
01.09.2017, 09:23:31,51.777291,-3.419956,-97.14
01.09.2017, 09:23:32,51.777422,-3.42003,-98.49
01.09.2017, 09:23:32,51.777518,-3.420087,-98.28
01.09.2017, 09:23:33,51.77764,-3.420162,-96.79
01.09.2017, 09:23:33,51.77774,-3.420224,-95.52
01.09.2017, 09:23:34,51.777833,-3.420282,-95.78
01.09.2017, 09:23:34,51.777957,-3.42036,-96.62
01.09.2017, 09:23:35,51.77805,-3.420417,-94.97
01.09.2017, 09:23:35,51.778174,-3.420496,-95.24
01.09.2017, 09:23:36,51.778265,-3.420554,-95.53
01.09.2017, 09:23:37,51.778386,-3.420631,-95.13
01.09.2017, 09:23:37,51.778475,-3.420693,-96.43
01.09.2017, 09:23:38,51.778565,-3.420756,-96.68
01.09.2017, 09:23:38,51.778675,-3.420836,-94.91
01.09.2017, 09:23:39,51.778759,-3.420901,-96.26
01.09.2017, 09:23:40,51.778884,-3.421005,-96.31
01.09.2017, 09:23:40,51.778972,-3.421082,-95.96
01.09.2017, 09:23:41,51.779082,-3.42118,-97.07
01.09.2017, 09:23:41,51.779168,-3.42126,-94.48
01.09.2017, 09:23:42,51.779257,-3.421342,-96.03
01.09.2017, 09:23:42,51.779366,-3.421436,-95.8
01.09.2017, 09:23:43,51.779452,-3.42151,-96.16
01.09.2017, 09:23:43,51.779569,-3.421609,-96.38
01.09.2017, 09:23:44,51.779654,-3.421679,-95.52
01.09.2017, 09:23:44,51.779773,-3.42177,-96.82
01.09.2017, 09:23:45,51.77986,-3.421837,-96.15
01.09.2017, 09:23:46,51.779979,-3.421928,-97.23
01.09.2017, 09:23:46,51.780065,-3.421994,-97.36
01.09.2017, 09:23:47,51.78017,-3.422075,-97.15
01.09.2017, 09:23:47,51.780266,-3.422149,-97.21
01.09.2017, 09:23:48,51.780353,-3.422217,-97.05
01.09.2017, 09:23:48,51.780482,-3.422319,-97.92
01.09.2017, 09:23:49,51.780577,-3.422395,-99.14
01.09.2017, 09:23:49,51.7807,-3.422494,-97.81
01.09.2017, 09:23:50,51.780788,-3.422562,-98.72
01.09.2017, 09:23:51,51.780904,-3.42265,-98.52
01.09.2017, 09:23:51,51.780989,-3.422719,-100.23
01.09.2017, 09:23:52,51.781093,-3.422802,-98.91
01.09.2017, 09:23:52,51.781193,-3.422883,-100.34
01.09.2017, 09:23:53,51.781281,-3.422955,-99.44
01.09.2017, 09:23:53,51.781395,-3.423056,-101
01.09.2017, 09:23:54,51.781478,-3.42313,-99.08
01.09.2017, 09:23:54,51.78159,-3.423232,-100.17
01.09.2017, 09:23:55,51.781675,-3.423308,-99.17
01.09.2017, 09:23:55,51.781795,-3.423413,-101.1
01.09.2017, 09:23:56,51.781881,-3.423485,-100.79
01.09.2017, 09:23:57,51.781996,-3.42358,-100
